CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Card_use_type,Monthly_Avg_Purchase,Months_used_for_purchase,Months_used_for_cash_adv,Monthly_avg_cash_adv_amt,Limit_Usage,Payment_Ratio,Clusters
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.5870929999999,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.35413700000004,0.0,12,s,0.0,0.0,1.0,1481.5870929999999,0.9071615846666667,1.1771879787562838,1
C10047,2242.311686,1.0,437.0,97.0,340.0,184.64869199999998,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,864.3823028698307,0.0,12,s,109.25,4.0,2.0,92.32434599999999,0.9342965358333334,0.0,1
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,s,36.58,3.0,1.0,1013.659552,0.27908655823529416,1.1957422127335613,0
C10049,3910.1112369999996,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,864.3823028698307,0.0,12,s,0.0,0.0,6.0,330.1455335,0.9309788659523809,0.0,1
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,s,199.21666666666667,12.0,0.0,0.0,0.0696567209090909,14.482437995574635,2
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,s,253.75,2.0,1.0,695.097159,0.21595245825,2.0522572174602742,1
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.4466009999999,0.0,12,s,388.48125,8.0,0.0,0.0,0.43155542599999996,1.0585140745505233,2
C10054,1565.6810990000001,1.0,0.0,0.0,0.0,321.35913500000004,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,s,0.0,0.0,3.0,107.11971166666667,0.4473374568571429,1.1897623275531715,1
C10055,464.674156,0.8888889999999999,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.11111099999999999,1,11,3000.0,3110.0527420000003,132.446091,0.2,9,s,329.87,6.0,1.0,1981.265503,0.15489138533333333,23.481649918984775,2
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.01676299999997,864.3823028698307,0.0,12,s,38.75,8.0,0.0,0.0,0.0066605169999999995,0.4824448182424201,0
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,864.3823028698307,0.0,12,s,427.9666666666667,3.0,0.0,0.0,0.2186659973333333,0.0,2
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,864.3823028698307,0.0,12,s,104.42333333333333,3.0,5.0,133.6937486,0.9063045365000001,0.0,1
C10060,3971.1387649999997,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.9387280000001,1600.212243,0.0,11,s,0.0,0.0,2.0,112.2877585,0.9927846912499999,0.47802329431371565,1
C10062,1879.1140329999998,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.1058360000001,0.0,12,s,56.5,2.0,0.0,0.0,0.28909446661538457,6.403300841700944,1
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,s,66.2,1.0,0.0,0.0,0.972371063125,0.4038190773289321,1
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,864.3823028698307,0.0,12,s,840.0,1.0,0.0,0.0,0.0044702225,0.0,0
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.4516480000001,897.905444,0.0,12,s,58.90428571428571,7.0,0.0,0.0,0.9766999927777779,0.865850244249104,1
C10069,809.847455,0.875,0.0,0.0,0.0,908.4236080000001,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.41249299999998,0.0,8,s,0.0,0.0,1.0,908.4236080000001,0.5398983033333333,0.8141839319963077,1
C10070,1576.3050289999999,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,s,0.0,0.0,5.0,76.5817094,0.6305220116,1.5303117311668972,1
C10072,1699.4354859999999,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,s,340.9225,4.0,0.0,0.0,0.9996679329411764,1.7583173039459237,1
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,s,0.0,0.0,1.0,1474.349901,0.09371614428571429,6.457918604524725,1
C10077,1808.9724190000002,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,s,142.78,5.0,0.0,0.0,0.8039877417777779,1.4275494686138732,1
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.1773039999998,175.510344,0.0,11,s,263.98,3.0,0.0,0.0,0.0887224195,7.436469408321596,2
C10080,1727.6384489999998,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.6569929999999,0.0,12,s,50.509166666666665,12.0,0.0,0.0,0.1570580408181818,4.746071281525741,2
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,s,35.55555555555556,9.0,0.0,0.0,0.3858731193333333,7.565785432914596,2
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671000000003,8242.687678,0.0,12,s,0.0,0.0,1.0,38.325801,1.0047638983333333,0.0035520781744704123,1
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,s,30.60625,8.0,0.0,0.0,0.0034715125999999997,2.944305663692008,2
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,s,0.0,0.0,2.0,1492.650003,0.008587864315789473,0.707799630457158,0
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.44444399999999995,12,s,26.610000000000003,5.0,0.0,0.0,0.0003155258333333333,2.1103742565271966,0
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.6061940000001,140.80945400000002,1.0,12,s,66.0,6.0,0.0,0.0,0.035387025,5.153107077597219,0
C10093,4037.3056579999998,1.0,45.0,45.0,0.0,104.23806400000001,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,s,45.0,1.0,1.0,104.23806400000001,0.8971790351111111,1.10826623221584,1
C10096,1977.0070899999998,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,s,103.204,10.0,6.0,722.6532045,0.49425177249999996,3.356099395357472,1
C10097,1321.4760800000001,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.84043899999995,312.560636,0.0,12,s,45.65,1.0,1.0,495.657934,0.7341533777777779,1.4104157345008728,1
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,864.3823028698307,0.0,12,s,202.8,2.0,0.0,0.0,0.54488243375,0.0,1
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,864.3823028698307,0.0,12,s,71.11333333333333,3.0,0.0,0.0,0.97061907,0.0,1
C10100,1139.782882,1.0,0.0,0.0,0.0,120.61291200000001,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,s,0.0,0.0,1.0,120.61291200000001,0.9498190683333333,0.05224289893850623,1
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,s,92.43,8.0,0.0,0.0,0.269992618,1.0719281535423029,2
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.9843050000002,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,864.3823028698307,0.0,12,s,0.0,0.0,6.0,285.66405083333336,0.87641782775,0.0,1
C10103,4.708041000000001,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,s,26.333333333333332,3.0,0.0,0.0,0.0006725772857142858,1.7886191715708513,0
C10104,0.0,0.0,0.0,0.0,0.0,89.84900400000001,0.0,0.0,0.0,0.14285699999999998,1,0,3000.0,138.02142800000001,864.3823028698307,0.0,7,s,0.0,0.0,1.0,89.84900400000001,0.0,0.15967636952047243,0
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,1,1500.0,26.487919,60.913577000000004,0.0,9,s,20.0,1.0,0.0,0.0,0.0032505900000000003,0.4348442548366516,0
C10106,23.394410999999998,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.1491530000001,54.79166,0.0,12,s,112.19,12.0,0.0,0.0,0.011697205499999998,12.997400571546839,0
C10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,864.3823028698307,0.0,12,s,32.49666666666666,12.0,0.0,0.0,0.00013872,0.0,0
C10109,862.0723800000001,1.0,0.0,0.0,0.0,920.3098050000001,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.8902550000003,214.828158,0.083333,12,s,0.0,0.0,1.0,920.3098050000001,0.21551809500000002,10.41246303941218,1
C10110,2441.542991,1.0,808.0,808.0,0.0,959.8572630000001,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,s,269.3333333333333,3.0,4.0,239.96431575000003,0.61038574775,0.5187479541878292,1
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.7894199999998,176.610605,0.083333,12,s,78.47,12.0,0.0,0.0,0.163462546,6.215874862101287,2
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.36541900000003,0.0,12,s,52.9625,8.0,1.0,412.399058,0.623312279,1.1578860631178745,1
C10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,s,123.1690909090909,11.0,0.0,0.0,0.028403046,7.929996869366427,2
C10116,3393.351236,1.0,0.0,0.0,0.0,1008.3486720000001,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,864.3823028698307,0.0,12,s,0.0,0.0,1.0,1008.3486720000001,0.8079407704761905,0.0,1
C10119,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0,14,5000.0,1884.2277780000002,136.639824,1.0,12,s,188.6125,8.0,0.0,0.0,0.035068330200000004,13.78974096161014,2
C10120,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0,25,3000.0,552.4323049999999,207.720441,0.0,12,s,87.13083333333333,12.0,0.0,0.0,0.226731719,2.6594989994268303,2
C10121,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0,12,6500.0,1206.81188,99.372848,0.333333,12,s,329.96857142857147,7.0,0.0,0.0,0.034425171692307695,12.144281906864538,2
C10122,1785.626943,1.0,0.0,0.0,0.0,576.2063820000001,0.0,0.0,0.0,0.25,10,0,1800.0,687.691735,2439.136113,0.0,12,s,0.0,0.0,3.0,192.06879400000003,0.9920149683333334,0.28194069668140737,1
C10123,54.933231000000006,0.272727,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0,2,7000.0,1969.845566,147.049952,1.0,12,s,247.5,2.0,0.0,0.0,0.00784760442857143,13.3957579666534,0
C10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000.0,932.4188550000001,709.2070160000001,0.0,12,s,0.0,0.0,4.0,127.25595025,0.887543284,1.3147343920241195,1
C10126,1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0,8,9000.0,0.0,864.3823028698307,0.0,12,s,391.46333333333337,3.0,0.0,0.0,0.1627027368888889,0.0,2
C10127,2114.1586829999997,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0,75,8500.0,3564.9777740000004,630.00413,0.0,12,s,465.0708333333334,12.0,0.0,0.0,0.24872455094117643,5.658657783719609,2
C10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200.0,1065.426905,1412.648089,0.0,12,s,0.0,0.0,2.0,499.424335,0.89887388875,0.7542054622777322,1
C10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200.0,385.853874,84.697292,0.166667,8,s,0.0,0.0,1.0,272.713302,0.0478776675,4.555681355196103,0
C10133,4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0,19,5000.0,1004.35474,1086.428906,0.0,12,s,195.73,10.0,0.0,0.0,0.8491710184,0.9244550972946958,1
C10136,116.654149,0.272727,907.0,907.0,0.0,273.558033,0.25,0.25,0.0,0.083333,1,8,5000.0,0.0,864.3823028698307,0.0,12,s,302.3333333333333,3.0,1.0,273.558033,0.0233308298,0.0,0
C10137,4637.848144,1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0,33,5000.0,1906.032044,3572.279251,0.0,12,s,127.112,10.0,0.0,0.0,0.9275696287999999,0.5335618830656753,1
C10138,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,319.762903,173.63200600000002,0.0,12,s,35.8,7.0,0.0,0.0,0.00809499,1.8416126747968342,0
C10140,231.10899500000002,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0,22,4000.0,554.116542,185.091037,0.0,12,s,40.0,11.0,0.0,0.0,0.05777724875,2.993751350585388,2
C10141,1562.633343,1.0,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25,0.0,0,8,2000.0,1020.7836470000001,709.610053,0.0,12,s,221.76999999999998,6.0,0.0,0.0,0.7813166715,1.4385135084888658,1
C10143,706.132889,1.0,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3,18,1200.0,972.358048,184.524376,0.0,12,s,81.62363636363636,11.0,3.0,195.42298866666667,0.5884440741666667,5.269537115248124,1
C10145,2235.103331,1.0,720.6,720.6,0.0,723.308724,1.0,1.0,0.0,0.083333,1,12,2500.0,1061.292471,689.118919,0.0,12,s,60.050000000000004,12.0,1.0,723.308724,0.8940413323999999,1.5400715924909907,1
C10146,947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0,5,1000.0,492.20041900000007,509.384182,0.0,12,s,49.265,4.0,0.0,0.0,0.94713081,0.9662656132498438,1
C10147,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3,0,7500.0,1566.8068970000002,172.959728,0.0,12,s,0.0,0.0,2.0,653.551258,0.10187228746666667,9.0587960279401,1
C10151,3057.400553,1.0,1025.0,1025.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,7500.0,698.854095,819.682666,0.0,12,s,1025.0,1.0,0.0,0.0,0.40765340706666664,0.8525910379566328,1
C10152,19.354559,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0,10,10000.0,746.691026,864.3823028698307,0.0,12,s,68.97,10.0,0.0,0.0,0.0019354558999999999,0.8638434909193714,2
C10153,264.811595,1.0,28.65,28.65,0.0,384.26178,0.083333,0.083333,0.0,0.083333,1,1,9000.0,1235.630069,194.324456,0.083333,12,s,28.65,1.0,1.0,384.26178,0.029423510555555556,6.3585927084751495,2
C10154,1108.22253,0.909091,944.96,164.96,780.0,0.0,0.5,0.25,0.416667,0.0,0,9,1500.0,1955.198953,992.652486,0.0,12,s,157.49333333333334,6.0,0.0,0.0,0.73881502,1.9696711392711912,1
C10157,1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0,31,6500.0,2254.2600199999997,329.29648,0.0,12,s,339.6141666666667,12.0,0.0,0.0,0.2344479166153846,6.84568514063679,2
C10158,49.206255999999996,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0,24,8000.0,835.8399519999999,193.011166,1.0,12,s,72.52,12.0,0.0,0.0,0.006150782,4.330526411098931,2
C10160,106.455975,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0,46,4000.0,2573.722764,95.342224,0.636364,12,s,205.26,12.0,0.0,0.0,0.02661399375,26.994574450035905,2
C10163,1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2,0,1800.0,363.474455,2827.997525,0.0,12,s,0.0,0.0,2.0,33.1379255,0.9636166688888889,0.1285271474910502,1
C10165,1046.37041,1.0,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0,0.083333,1,2,1200.0,439.407082,362.838185,0.0,12,s,295.0,1.0,1.0,93.579809,0.8719753416666667,1.2110276706405638,1
C10166,2737.367678,1.0,0.0,0.0,0.0,429.69116399999996,0.0,0.0,0.0,0.416667,5,0,3000.0,778.827993,721.798576,0.0,12,s,0.0,0.0,5.0,85.9382328,0.9124558926666667,1.0790101544894153,1
C10167,4014.8181670000004,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,0.0,0.083333,1,0,8500.0,1009.185035,1177.149934,0.0,12,s,0.0,0.0,1.0,988.356213,0.4723315490588236,0.8573122300323723,1
C10168,871.5689769999999,1.0,648.22,115.0,533.22,0.0,1.0,0.083333,1.0,0.0,0,27,1200.0,1110.886425,208.298424,0.0,12,s,54.01833333333334,12.0,0.0,0.0,0.7263074808333333,5.333148487959755,2
C10169,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0,5,4000.0,422.71184800000003,616.0058389999999,0.0,12,s,185.73000000000002,3.0,0.0,0.0,0.40251005075,0.6862140279160569,1
C10170,114.59381699999999,1.0,469.98,0.0,469.98,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,367.109312,86.102479,0.5,6,s,78.33,6.0,0.0,0.0,0.11459381699999999,4.263632316556182,2
C10172,823.103926,0.363636,131.64,0.0,131.64,0.0,1.0,0.0,1.0,0.0,0,12,8000.0,2916.071564,243.199498,0.0,12,s,10.969999999999999,12.0,0.0,0.0,0.10288799075,11.990450588841265,0
C10174,1128.124563,1.0,924.6,0.0,924.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1202.711782,1747.037345,0.0,12,s,77.05,12.0,0.0,0.0,1.128124563,0.6884293489444555,1
C10175,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0,17,4000.0,1795.012223,167.219681,0.0,12,s,246.925,8.0,0.0,0.0,0.0873602755,10.734455491515977,2
